Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
Standard Class,Corporate,Murfreesboro,Tennessee,South,Technology,Accessories,4.728,3,0.2,0.7092,15.000000000000002,Low Discount,Profit
Standard Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,53.352,3,0.2,16.0056,30.000000000000004,Low Discount,Profit
Standard Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Bookcases,131.104,2,0.2,8.194,6.25,Low Discount,Profit
Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Storage,22.512,3,0.2,2.2512,10.0,Low Discount,Profit
Standard Class,Corporate,Murfreesboro,Tennessee,South,Technology,Accessories,72.744,7,0.2,-12.7302,-17.5,Low Discount,Loss
Standard Class,Corporate,Saint Louis,Missouri,Central,Office Supplies,Supplies,52.59,3,0.0,15.777,30.0,No Discount,Profit
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,No Discount,Profit
Second Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,126.3,3,0.0,40.416,32.0,No Discount,Profit
Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,1287.45,5,0.0,244.6155,19.0,No Discount,Profit
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,64.96,4,0.0,9.744,15.000000000000002,No Discount,Profit
Standard Class,Corporate,Woodbury,Minnesota,Central,Office Supplies,Storage,535.41,3,0.0,160.623,30.0,No Discount,Profit
Standard Class,Corporate,Chattanooga,Tennessee,South,Office Supplies,Binders,8.1,5,0.7,-5.94,-73.33333333333334,High Discount,Loss
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,13.248,4,0.2,3.6432,27.500000000000004,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,83.988,2,0.4,-20.997,-25.0,Medium discount,Loss
First Class,Consumer,Lafayette,Louisiana,South,Office Supplies,Art,73.2,5,0.0,21.228,29.000000000000004,No Discount,Profit
Same Day,Home Office,Lawrence,Indiana,Central,Office Supplies,Binders,10.74,3,0.0,5.1552,48.0,No Discount,Profit
First Class,Consumer,Hillsboro,Oregon,West,Furniture,Furnishings,11.032,1,0.2,3.0338,27.499999999999996,Low Discount,Profit
First Class,Consumer,Hillsboro,Oregon,West,Technology,Accessories,53.04,3,0.2,-4.641,-8.75,Low Discount,Loss
Second Class,Home Office,Cambridge,Massachusetts,East,Office Supplies,Art,17.12,4,0.0,4.9648,28.999999999999996,No Discount,Profit
Second Class,Home Office,Cambridge,Massachusetts,East,Office Supplies,Paper,59.94,3,0.0,28.1718,47.0,No Discount,Profit
Standard Class,Corporate,San Diego,California,West,Furniture,Furnishings,210.58,2,0.0,12.6348,6.0,No Discount,Profit
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,30.96,2,0.2,10.062,32.49999999999999,Low Discount,Profit
Standard Class,Corporate,San Diego,California,West,Technology,Machines,239.984,2,0.2,38.9974,16.249999999999996,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,3050.376,3,0.2,1143.891,37.5,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Technology,Phones,133.98,2,0.0,33.495,25.0,No Discount,Profit
Standard Class,Home Office,Tallahassee,Florida,South,Office Supplies,Paper,93.248,4,0.2,31.4712,33.75,Low Discount,Profit
Standard Class,Home Office,Tallahassee,Florida,South,Technology,Phones,177.48,3,0.2,19.9665,11.25,Low Discount,Profit
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Labels,17.712,6,0.2,5.9778,33.75,Low Discount,Profit
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Binders,4.86,3,0.7,-3.564,-73.33333333333333,High Discount,Loss
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Binders,6.258,2,0.7,-5.215,-83.33333333333333,High Discount,Loss
Standard Class,Corporate,Columbia,Maryland,East,Office Supplies,Appliances,37.68,2,0.0,10.5504,27.999999999999996,No Discount,Profit
Standard Class,Corporate,Columbia,Maryland,East,Office Supplies,Paper,51.84,8,0.0,24.8832,47.99999999999999,No Discount,Profit
Standard Class,Corporate,Columbia,Maryland,East,Furniture,Furnishings,27.42,3,0.0,9.3228,34.0,No Discount,Profit
Standard Class,Corporate,Columbia,Maryland,East,Office Supplies,Binders,5.4,3,0.0,2.592,48.0,No Discount,Profit
Standard Class,Home Office,Atlanta,Georgia,South,Office Supplies,Binders,1270.99,1,0.0,635.495,50.0,No Discount,Profit
Standard Class,Home Office,Atlanta,Georgia,South,Office Supplies,Envelopes,125.36,8,0.0,58.9192,47.0,No Discount,Profit
Standard Class,Consumer,Sacramento,California,West,Office Supplies,Storage,14.03,1,0.0,4.0687,28.999999999999996,No Discount,Profit
Standard Class,Consumer,Sacramento,California,West,Office Supplies,Supplies,27.96,2,0.0,7.2696,25.999999999999996,No Discount,Profit
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Art,5.344,2,0.2,0.7348,13.749999999999998,Low Discount,Profit
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Binders,1.696,2,0.8,-2.544,-150.0,High Discount,Loss
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Appliances,24.588,3,0.8,-67.617,-275.0,High Discount,Loss
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Binders,7.98,5,0.8,-13.167,-165.0,High Discount,Loss
Standard Class,Consumer,Columbus,Ohio,East,Technology,Accessories,288.0,4,0.2,57.6,20.0,Low Discount,Profit
Same Day,Home Office,Louisville,Colorado,West,Technology,Phones,146.952,3,0.2,9.1845,6.25,Low Discount,Profit
Same Day,Home Office,Louisville,Colorado,West,Furniture,Chairs,83.136,4,0.2,5.196,6.25,Low Discount,Profit
First Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Appliances,942.784,4,0.2,94.2784,10.0,Low Discount,Profit
First Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Paper,74.352,3,0.2,23.235,31.25,Low Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Appliances,26.88,6,0.0,6.72,25.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.896,2,0.2,3.8136,35.0,Low Discount,Profit
Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Art,3.536,2,0.2,0.3094,8.75,Low Discount,Profit
First Class,Corporate,Huntsville,Texas,Central,Furniture,Chairs,528.43,5,0.3,0.0,0.0,Medium discount,Profit
First Class,Corporate,Huntsville,Texas,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,35.0,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Bookcases,287.976,3,0.2,7.1994,2.5,Low Discount,Profit
Second Class,Consumer,Salem,Oregon,West,Office Supplies,Storage,29.304,3,0.2,2.5641,8.75,Low Discount,Profit
First Class,Corporate,Houston,Texas,Central,Office Supplies,Art,55.328,2,0.2,6.2244,11.25,Low Discount,Profit
First Class,Corporate,Houston,Texas,Central,Furniture,Bookcases,1227.9984,6,0.32,-36.1176,-2.9411764705882355,Medium discount,Loss
Standard Class,Corporate,Twin Falls,Idaho,West,Office Supplies,Binders,20.416,4,0.2,6.6352,32.5,Low Discount,Profit
Standard Class,Corporate,Twin Falls,Idaho,West,Furniture,Tables,1128.39,3,0.0,259.5297,23.0,No Discount,Profit
Standard Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Labels,4.608,2,0.2,1.6704,36.25000000000001,Low Discount,Profit
Standard Class,Corporate,Phoenix,Arizona,West,Technology,Phones,195.96,5,0.2,19.596,10.0,Low Discount,Profit
Standard Class,Corporate,Phoenix,Arizona,West,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,Low Discount,Profit
Standard Class,Corporate,Phoenix,Arizona,West,Technology,Accessories,271.968,4,0.2,54.3936,20.0,Low Discount,Profit
Standard Class,Consumer,Monroe,North Carolina,South,Furniture,Chairs,698.352,3,0.2,52.3764,7.5,Low Discount,Profit
Standard Class,Consumer,Monroe,North Carolina,South,Furniture,Bookcases,77.728,2,0.2,-3.8864,-5.0,Low Discount,Loss
Standard Class,Corporate,Richmond,Virginia,South,Office Supplies,Binders,46.62,9,0.0,21.4452,46.0,No Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,537.544,7,0.2,47.0351,8.75,Low Discount,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,0.0,6.8714,47.0,No Discount,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Fasteners,22.55,5,0.0,8.7945,38.99999999999999,No Discount,Profit
First Class,Corporate,Los Angeles,California,West,Technology,Phones,583.8,5,0.2,72.975,12.5,Low Discount,Profit
First Class,Corporate,Los Angeles,California,West,Technology,Phones,211.168,4,0.2,15.8376,7.5,Low Discount,Profit
Standard Class,Consumer,Orem,Utah,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,No Discount,Profit
Standard Class,Consumer,Orem,Utah,West,Office Supplies,Art,45.98,2,0.0,12.8744,28.000000000000004,No Discount,Profit
Standard Class,Home Office,Burlington,Vermont,East,Technology,Phones,1294.75,5,0.0,336.635,26.0,No Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,1799.97,5,0.4,239.996,13.333333333333334,Medium discount,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,35.0,Low Discount,Profit
First Class,Consumer,Oklahoma City,Oklahoma,Central,Technology,Phones,221.98,2,0.0,62.1544,28.000000000000004,No Discount,Profit
First Class,Consumer,Oklahoma City,Oklahoma,Central,Furniture,Bookcases,341.96,2,0.0,54.7136,16.0,No Discount,Profit
First Class,Corporate,New York City,New York,East,Technology,Accessories,34.77,3,0.0,11.4741,32.99999999999999,No Discount,Profit
First Class,Corporate,New York City,New York,East,Office Supplies,Labels,18.9,3,0.0,8.694,46.00000000000001,No Discount,Profit
Standard Class,Consumer,Salt Lake City,Utah,West,Office Supplies,Binders,102.72,3,0.2,37.236,36.25,Low Discount,Profit
Standard Class,Corporate,Utica,New York,East,Furniture,Furnishings,40.48,2,0.0,14.5728,36.00000000000001,No Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,33.282,3,0.7,-27.735,-83.33333333333334,High Discount,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,118.65,5,0.4,19.775,16.666666666666664,Medium discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,14.76,5,0.2,4.9815,33.75,Low Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,37.52,4,0.0,18.0096,47.99999999999999,No Discount,Profit
Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Appliances,207.144,3,0.1,48.3336,23.333333333333332,Low Discount,Profit
Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Art,13.9,5,0.0,3.753,27.0,No Discount,Profit
Standard Class,Corporate,Glendale,Arizona,West,Furniture,Chairs,266.352,3,0.2,13.3176,5.000000000000001,Low Discount,Profit
Second Class,Consumer,Wilmington,Delaware,East,Technology,Phones,307.98,2,0.0,89.3142,28.999999999999996,No Discount,Profit
Second Class,Consumer,Wilmington,Delaware,East,Office Supplies,Paper,44.1,6,0.0,20.727,47.0,No Discount,Profit
Second Class,Consumer,Wilmington,Delaware,East,Office Supplies,Art,13.12,4,0.0,5.6416,43.00000000000001,No Discount,Profit
Second Class,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832,47.0,No Discount,Profit
Second Class,Consumer,Wilmington,Delaware,East,Office Supplies,Paper,38.88,6,0.0,18.6624,48.00000000000001,No Discount,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Paper,335.52,4,0.2,117.432,35.0,Low Discount,Profit
Standard Class,Consumer,Orlando,Florida,South,Technology,Copiers,959.984,2,0.2,311.9948,32.5,Low Discount,Profit
Standard Class,Consumer,Orlando,Florida,South,Office Supplies,Binders,4.086,2,0.7,-2.9964,-73.33333333333333,High Discount,Loss
Standard Class,Consumer,Orlando,Florida,South,Office Supplies,Art,55.984,2,0.2,4.1988,7.5,Low Discount,Profit
Standard Class,Consumer,Orlando,Florida,South,Office Supplies,Paper,10.688,2,0.2,3.7408,35.0,Low Discount,Profit
Second Class,Consumer,Reading,Pennsylvania,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,32.5,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,6.912,3,0.2,2.5056,36.25,Low Discount,Profit
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,26.72,5,0.2,9.352,35.0,Low Discount,Profit
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,33.488,7,0.2,10.465,31.25,Low Discount,Profit
Standard Class,Corporate,Saint Charles,Missouri,Central,Office Supplies,Paper,10.56,2,0.0,4.752,44.99999999999999,No Discount,Profit
First Class,Corporate,Indianapolis,Indiana,Central,Office Supplies,Storage,386.34,2,0.0,54.0876,14.000000000000002,No Discount,Profit
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,33.44,10,0.2,11.704,35.0,Low Discount,Profit
Standard Class,Home Office,Harrisonburg,Virginia,South,Furniture,Furnishings,39.96,2,0.0,14.3856,36.0,No Discount,Profit
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,1217.568,2,0.2,456.588,37.5,Low Discount,Profit
Standard Class,Home Office,Sandy Springs,Georgia,South,Office Supplies,Storage,15.51,1,0.0,3.8775,25.0,No Discount,Profit
Standard Class,Home Office,Sandy Springs,Georgia,South,Technology,Phones,89.9,2,0.0,25.172,27.999999999999996,No Discount,Profit
Standard Class,Home Office,Sandy Springs,Georgia,South,Office Supplies,Art,14.28,4,0.0,3.7128,26.0,No Discount,Profit
Standard Class,Home Office,Sandy Springs,Georgia,South,Office Supplies,Art,12.72,3,0.0,4.9608,38.99999999999999,No Discount,Profit
Standard Class,Home Office,Sandy Springs,Georgia,South,Office Supplies,Labels,15.75,5,0.0,7.56,48.0,No Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,70.95,3,0.0,18.447,25.999999999999996,No Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,65.568,2,0.2,23.7684,36.25,Low Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,299.97,3,0.0,131.9868,43.99999999999999,No Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,89.97,3,0.0,39.5868,43.99999999999999,No Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,31.86,2,0.0,11.151,35.0,No Discount,Profit
Second Class,Corporate,Minneapolis,Minnesota,Central,Office Supplies,Storage,67.15,5,0.0,16.7875,25.0,No Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,7.236,3,0.7,-6.03,-83.33333333333334,High Discount,Loss
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,4.824,3,0.2,1.7487,36.25,Low Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,91.36,5,0.2,29.692,32.5,Low Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,130.112,2,0.2,13.0112,10.0,Low Discount,Profit
First Class,Corporate,Raleigh,North Carolina,South,Technology,Phones,74.24,1,0.2,8.352,11.250000000000002,Low Discount,Profit
First Class,Corporate,Raleigh,North Carolina,South,Furniture,Furnishings,159.84,10,0.2,45.954,28.749999999999996,Low Discount,Profit
First Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Binders,2.892,2,0.7,-2.3136,-80.0,High Discount,Loss
First Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Paper,9.392,2,0.2,3.2872,35.0,Low Discount,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,123.92,4,0.0,55.764,45.0,No Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,55.6,5,0.2,6.255,11.249999999999998,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,617.976,3,0.2,-7.7247,-1.25,Low Discount,Loss
Standard Class,Corporate,Meridian,Idaho,West,Office Supplies,Binders,21.312,3,0.2,7.992,37.5,Low Discount,Profit
Standard Class,Corporate,Sacramento,California,West,Technology,Accessories,209.94,6,0.0,39.8886,18.999999999999996,No Discount,Profit
Standard Class,Corporate,Sacramento,California,West,Technology,Phones,31.984,2,0.2,-7.996,-25.0,Low Discount,Loss
Standard Class,Corporate,Sacramento,California,West,Office Supplies,Binders,5083.96,5,0.2,1906.485,37.5,Low Discount,Profit
Standard Class,Home Office,Charlotte,North Carolina,South,Technology,Phones,35.96,1,0.2,3.596,10.0,Low Discount,Profit
Standard Class,Home Office,Paterson,New Jersey,East,Office Supplies,Labels,31.05,3,0.0,14.904,48.0,No Discount,Profit
Standard Class,Home Office,Paterson,New Jersey,East,Furniture,Furnishings,8.92,4,0.0,3.9248,44.0,No Discount,Profit
Standard Class,Home Office,Paterson,New Jersey,East,Office Supplies,Binders,209.6,4,0.0,96.416,46.0,No Discount,Profit
Standard Class,Home Office,Paterson,New Jersey,East,Office Supplies,Appliances,111.04,4,0.0,29.9808,26.999999999999996,No Discount,Profit
Standard Class,Home Office,Paterson,New Jersey,East,Office Supplies,Paper,38.88,6,0.0,18.6624,48.00000000000001,No Discount,Profit
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Appliances,36.27,3,0.0,10.881,30.0,No Discount,Profit
First Class,Consumer,Chicago,Illinois,Central,Furniture,Bookcases,493.43,5,0.3,-70.49,-14.285714285714285,Medium discount,Loss
First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475,31.250000000000007,Low Discount,Profit
Standard Class,Consumer,San Diego,California,West,Technology,Machines,686.4,2,0.2,77.22,11.25,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,15.92,5,0.2,5.373,33.75,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,70.68,12,0.0,31.0992,43.99999999999999,No Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,541.24,4,0.0,5.4124,1.0,No Discount,Profit
Same Day,Consumer,Columbus,Ohio,East,Technology,Machines,101.994,2,0.7,-71.3958,-70.0,High Discount,Loss
Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Binders,18.264,2,0.7,-13.3936,-73.33333333333333,High Discount,Loss
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,21.99,5,0.8,-32.985,-150.0,High Discount,Loss
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Supplies,185.376,2,0.2,-34.758,-18.75,Low Discount,Loss
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024,-260.0,High Discount,Loss
Standard Class,Consumer,Morristown,New Jersey,East,Technology,Machines,480.0,4,0.0,225.6,47.0,No Discount,Profit
Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Storage,34.05,3,0.0,9.534,28.000000000000004,No Discount,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,192.72,11,0.0,92.5056,48.0,No Discount,Profit
First Class,Corporate,Los Angeles,California,West,Technology,Accessories,239.97,3,0.0,86.3892,36.0,No Discount,Profit
Second Class,Home Office,Aurora,Illinois,Central,Technology,Accessories,50.12,7,0.2,-0.6265,-1.25,Low Discount,Loss
Standard Class,Corporate,Durham,North Carolina,South,Technology,Phones,15.984,2,0.2,1.3986,8.75,Low Discount,Profit
Standard Class,Corporate,Durham,North Carolina,South,Office Supplies,Paper,14.352,3,0.2,4.485,31.25,Low Discount,Profit
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Binders,6.528,4,0.7,-4.5696,-70.0,High Discount,Loss
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Binders,2.862,3,0.7,-2.2896,-80.0,High Discount,Loss
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Binders,20.856,8,0.7,-16.6848,-80.0,High Discount,Loss
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,276.28,2,0.0,0.0,0.0,No Discount,Profit
Standard Class,Home Office,Stockton,California,West,Furniture,Furnishings,629.64,9,0.0,107.0388,17.0,No Discount,Profit
Second Class,Home Office,Columbia,Missouri,Central,Technology,Phones,449.97,3,0.0,220.4853,48.99999999999999,No Discount,Profit
Second Class,Home Office,Columbia,Missouri,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601,39.0,No Discount,Profit
First Class,Home Office,Columbus,Georgia,South,Furniture,Chairs,121.78,2,0.0,30.445,25.0,No Discount,Profit
Standard Class,Home Office,San Diego,California,West,Furniture,Chairs,2676.672,9,0.2,267.6672,10.0,Low Discount,Profit
Standard Class,Consumer,Texas City,Texas,Central,Furniture,Tables,489.23,2,0.3,41.934,8.57142857142857,Medium discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,312.03,3,0.0,43.6842,14.000000000000002,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,17.94,3,0.0,3.0498,17.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,165.6,3,0.2,10.35,6.25,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,37.52,4,0.0,18.0096,47.99999999999999,No Discount,Profit
Second Class,Corporate,Springfield,Virginia,South,Technology,Phones,494.97,3,0.0,148.491,30.0,No Discount,Profit
Second Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,25.06,2,0.0,11.7782,47.0,No Discount,Profit
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256,-40.0,High Discount,Loss
Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Paper,18.496,4,0.2,6.7048,36.25,Low Discount,Profit
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,191.079,3,0.3,-38.2158,-20.0,Medium discount,Loss
Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,35.0,Low Discount,Profit
Same Day,Home Office,New York City,New York,East,Office Supplies,Labels,30.53,1,0.0,14.0438,46.0,No Discount,Profit
Same Day,Home Office,New York City,New York,East,Technology,Accessories,30.84,3,0.0,6.168,20.0,No Discount,Profit
Same Day,Home Office,New York City,New York,East,Office Supplies,Paper,75.06,9,0.0,33.777,45.0,No Discount,Profit
First Class,Corporate,San Francisco,California,West,Technology,Phones,66.976,7,0.2,6.6976,10.0,Low Discount,Profit
Standard Class,Corporate,Moreno Valley,California,West,Office Supplies,Paper,182.72,8,0.0,84.0512,46.0,No Discount,Profit
Standard Class,Consumer,Everett,Massachusetts,East,Office Supplies,Labels,21.93,3,0.0,10.3071,47.0,No Discount,Profit
Standard Class,Consumer,Chattanooga,Tennessee,South,Technology,Accessories,95.976,3,0.2,15.5961,16.25,Low Discount,Profit
Standard Class,Consumer,Chattanooga,Tennessee,South,Technology,Phones,143.928,9,0.2,-32.3838,-22.5,Low Discount,Loss
Standard Class,Consumer,Chattanooga,Tennessee,South,Office Supplies,Binders,3.564,2,0.7,-2.97,-83.33333333333334,High Discount,Loss
Standard Class,Consumer,Chattanooga,Tennessee,South,Office Supplies,Labels,4.928,2,0.2,1.7248,35.0,Low Discount,Profit
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Storage,856.656,6,0.2,107.082,12.5,Low Discount,Profit
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352,-155.0,High Discount,Loss
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Appliances,48.784,4,0.8,-131.7168,-270.0,High Discount,Loss
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Paper,76.64,2,0.2,26.824,35.0,Low Discount,Profit
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Binders,18.528,6,0.8,-27.792,-150.00000000000003,High Discount,Loss
Standard Class,Corporate,Virginia Beach,Virginia,South,Furniture,Furnishings,177.68,2,0.0,46.1968,26.0,No Discount,Profit
Standard Class,Corporate,Jamestown,New York,East,Technology,Accessories,159.98,2,0.0,57.5928,36.0,No Discount,Profit
Standard Class,Corporate,Coral Gables,Florida,South,Technology,Phones,52.68,3,0.2,19.755,37.5,Low Discount,Profit
Standard Class,Corporate,Coral Gables,Florida,South,Furniture,Furnishings,11.568,3,0.2,2.6028,22.499999999999996,Low Discount,Profit
Standard Class,Consumer,Hickory,North Carolina,South,Office Supplies,Binders,4.572,4,0.7,-3.81,-83.33333333333334,High Discount,Loss
Standard Class,Consumer,Rockford,Illinois,Central,Technology,Phones,1439.968,4,0.2,143.9968,10.0,Low Discount,Profit
Standard Class,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784,-155.0,High Discount,Loss
Standard Class,Consumer,Rockford,Illinois,Central,Furniture,Tables,626.1,3,0.5,-538.446,-86.0,High Discount,Loss
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Art,99.2,5,0.0,25.792,26.0,No Discount,Profit
Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,609.98,4,0.3,-113.282,-18.57142857142857,Medium discount,Loss
Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,211.372,2,0.3,-45.294,-21.428571428571423,Medium discount,Loss
Standard Class,Consumer,Huntsville,Texas,Central,Technology,Phones,239.976,3,0.2,17.9982,7.5,Low Discount,Profit
Standard Class,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,99.95,5,0.0,22.9885,23.0,No Discount,Profit
Standard Class,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,29.34,3,0.0,10.8558,37.0,No Discount,Profit
Standard Class,Corporate,Green Bay,Wisconsin,Central,Furniture,Furnishings,16.74,2,0.0,4.3524,26.000000000000007,No Discount,Profit
Same Day,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.672,3,0.2,3.96,31.25,Low Discount,Profit
Same Day,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,1119.888,14,0.2,209.979,18.750000000000004,Low Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,204.85,5,0.0,53.261,26.0,No Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Technology,Phones,135.984,2,0.2,16.998,12.5,Low Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,16.4,5,0.0,7.052,43.0,No Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,92.96,2,0.2,31.374,33.75,Low Discount,Profit
Second Class,Consumer,North Miami,Florida,South,Office Supplies,Supplies,7.632,3,0.2,-1.8126,-23.75,Low Discount,Loss
First Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,4.158,7,0.7,-3.465,-83.33333333333333,High Discount,Loss
First Class,Consumer,Portland,Oregon,West,Technology,Machines,179.991,3,0.7,-251.9874,-140.0,High Discount,Loss
Standard Class,Consumer,Aurora,Illinois,Central,Furniture,Chairs,239.358,3,0.3,-47.8716,-20.0,Medium discount,Loss
First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,164.88,3,0.0,80.7912,49.00000000000001,No Discount,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Supplies,10.95,3,0.0,3.285,30.000000000000004,No Discount,Profit
